"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"7928609095","49721JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","211         ","Madison St          ","                    ","25490","29990","23990"
"7451782177","36633JE   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","Q    ","F","16203       ","73rd Ave            ","                    ","15390","24140","24240"
"7949805924","49731JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","247         ","Grand St            ","                    ","21690","13460","15310"
"7261892683","49738JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","242         ","Lafayette St        ","                    ","24390","15450","29290"
"7944197867","49789JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","175         ","E Broadway          ","                    ","19690","29990","14010"
"7260384190","49806JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","785         ","Washington St       ","                    ","33390","23790","23090"
"7260388705","49958JG   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","NY   ","F","708         ","Greenwich St        ","                    ","21790","33970","14810"
"7274716190","49973JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","332         ","Bleecker St         ","                    ","13310","15210","33970"
"7312264724","49988JG   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","52          ","Ft Washington Ave   ","                    ","21190","36970","36990"
"7735232706","50051BA   ","NY","OMR","20100304","48-Bike Lane                                                                     ","48","115","K    ","F","506         ","5th Ave             ","                    ","05580","06330","06430"
"7022428906","41170JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","3130        ","Grand Concourse     ","                    ","36420","27750","27780"
"7301510962","510KMT    ","WY","PAS","20100304","48-Bike Lane                                                                     ","48","115","NY   ","F","310         ","E 90th St           ","                    ","18790","10110","10010"
"7900983120","41577JM   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","O","785         ","Washington St       ","                    ","33390","23790","23090"
"7037206209","52391AJ   ","NY","COM","20100304","48-Bike Lane                                                                     ","48","115","NY   ","O","1568        ","1st Ave             ","                    ","10010","18610","18630"
"7949363435","41577JM   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","820         ","Greenwich St        ","                    ","21790","23790","23090"
"7774191719","52973JS   ","NY","COM","20100304","48-Bike Lane                                                                     ","48","115","BX   ","F","2031        ","Grand Concourse     ","                    ","36420","17020","29120"
"7526969603","53332JV   ","NY","COM","20100304","48-Bike Lane                                                           Y015001003","48","115","K    ","F","550         ","5th Ave             ","                    ","05580","06530","06630"
"7188902926","54457JM   ","NY","COM","20100304","48-Bike Lane                                                                     ","48","115","BX   ","F","2535        ","Grand Concourse     ","                    ","36420","29220","27420"
"7870188141","41577JM   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","115         ","5th Ave             ","                    ","10410","17350","17370"
"7889470666","41721JM   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","39          ","5th Ave             ","                    ","10410","17190","17210"
"7897352614","41721JM   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","39          ","5th Ave             ","                    ","10410","17190","17210"
"7906214420","33261JM   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","NY   ","O","380         ","6th Ave             ","                    ","10510","33690","21740"
"7842885175","33294JB   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","NY   ","I","W           ","1st Ave             ","25ft S/of E 94th St ","10010","00000","00000"
"7023214847","41625JZ   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","F","3010        ","Grand Concourse     ","                    ","36420","27660","27690"
"7898135659","33377JB   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","600         ","6th Ave             ","                    ","10510","34110","34130"
"7417004866","41638JX   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","BX   ","I","W           ","Grand Concourse     ","20ft S/of E Fordham ","00000","00000","00000"
"7325459543","3343KH    ","NY","SRF","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","6           ","W 77th St           ","                    ","35310","14510","15710"
"7024421770","41639JX   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","BX   ","F","2558        ","Grand Concourse     ","                    ","36420","29220","27420"
"7388683926","33835JU   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","BX   ","F","1235        ","Grand Concourse     ","                    ","36420","26670","26700"
"7264729746","35029JH   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","NY   ","O","478         ","6th Ave             ","                    ","10510","33990","34010"
"7030807261","354117    ","ID","PAS","20100306","48-Bike Lane                                                                     ","48","115","K    ","O","750         ","Grand St            ","                    ","45130","44930","51530"
"7107047516","51871AU   ","NY","COM","20100302","48-Bike Lane                                                                     ","48","115","Q    ","F","133-01      ","Sanford Ave         ","                    ","61390","45790","54580"
"7191761271","35571TR   ","NY","TRC","20100305","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","1675        ","University Ave      ","                    ","70620","67850","14520"
"7908182550","52005PA   ","NY","IRP","20100302","48-Bike Lane                                                                     ","48","115","NY   ","F","630         ","Hudson St           ","                    ","23190","23790","23090"
"7381467252","41674JX   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","260         ","Ft Washington Ave   ","                    ","21190","37170","37190"
"7030806980","36045JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","O","1           ","Smith St            ","                    ","77730","42730","56530"
"7559742488","36060JV   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","660         ","5th Ave             ","                    ","05580","07030","07180"
"7406939917","52111JZ   ","NY","COM","20100302","48-Bike Lane                                                                     ","48","115","BX   ","F","2450        ","Grand Concourse     ","                    ","36420","27270","27300"
"7513044909","36250TR   ","NY","TRC","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","151         ","5th Ave             ","                    ","05580","33730","32130"
"7520594002","36250TR   ","NY","TRC","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","440         ","5th Ave             ","                    ","05580","05930","06030"
"7526476040","36250TR   ","NY","TRC","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","322         ","5th Ave             ","                    ","05580","05230","05380"
"7991314121","36277TR   ","NY","TRA","20100305","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Fredrick Douglas Blv","10ft S/of W 119th St","10810","00000","00000"
"7830189950","46750     ","CT","PAS","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","45          ","5th Ave             ","                    ","10410","17210","17230"
"7518649524","36366JV   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","K    ","F","295         ","9th St              ","                    ","06030","05430","05580"
"7023211044","37707JP   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","1780        ","Grand Concourse     ","                    ","36420","26910","26910"
"7183377544","37707JP   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","1815        ","Grand Concourse     ","                    ","36420","29720","26940"
"1294997038","38836TR   ","NY","TRC","20100329","                                                                                 ","48","115","NY   ","F","42          ","AVE C               ","                    ","12310","17050","17070"
"1289997196","4DA8TERZ  ","NY","SRF","20100310","                                                                                 ","48","095","K    ","F","912         ","49 ST               ","                    ","09030","05980","06080"
"7023210957","38696JF   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","BX   ","I","E           ","Grand Concourse     ","10ft S/of E 196th St","00000","00000","00000"
"7033218618","38696JF   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","BX   ","I","W           ","Grand Concourse     ","70ft S/of E Kingsbri","00000","00000","00000"
"1291179379","41723JM   ","NY","COM","20100319","                                                                                 ","48","115","NY   ","F","881         ","8TH AVE             ","                    ","10810","34810","34830"
"1292486028","41730JZ   ","NY","COM","20100325","                                                                                 ","48","115","K    ","F","550         ","5TH AVE             ","                    ","05580","06530","06630"
"1293860244","41796JX   ","NY","COM","20100318","                                                                                 ","48","115","NY   ","F","777         ","8TH AVE             ","                    ","10810","34710","34730"
"1294997026","41870JY   ","NY","COM","20100329","                                                                                 ","48","115","NY   ","O","35          ","AVE A               ","                    ","12110","17030","17050"
"7834085177","41693JM   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","188         ","2nd Ave             ","                    ","10110","17210","17230"
"7923388696","41693JM   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","O","203         ","2nd Ave             ","                    ","10110","17230","17250"
"7932165740","41693JM   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","56          ","2nd Ave             ","                    ","10110","17050","17070"
"1292484901","42455JM   ","NY","COM","20100322","                                                                                 ","48","115","K    ","F","396         ","5TH AVE             ","                    ","05580","05730","05830"
"7935042263","41693JM   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","186         ","2nd Ave             ","                    ","10110","17210","17230"
"7936582708","41693JM   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","190         ","2nd Ave             ","                    ","10110","17210","17230"
"7821834907","40409JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","519         ","8th Ave             ","                    ","10810","34470","34490"
"7895746972","41287JR   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","NY   ","O","40          ","Avenue C            ","                    ","12310","17050","17070"
"1291332017","41415JM   ","NY","COM","20100303","                                                                                 ","48","115","NY   ","F","425         ","GRAND ST            ","                    ","21690","15510","11910"
"1293121423","498NY1    ","NY","PAS","20100322","                                                                                 ","48","055","NY   ","F","666         ","GREENWICH ST        ","                    ","21790","12610","15210"
"7938949413","52980JT   ","NY","COM","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","530         ","Grand St            ","                    ","21690","15610","22690"
"7944203478","49770JG   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","425         ","Grand St            ","                    ","21690","15510","11910"
"7275200417","46194JS   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","622         ","Greenwich St        ","                    ","21790","24790","26690"
"7382641776","36753JR   ","NY","COM","20100315","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","2185        ","Grand Concourse     ","                    ","36420","27090","08920"
"7720889617","417SDG    ","CT","PAS","20100306","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","25          ","Montgomery St       ","                    ","26440","22690","25490"
"7527883212","41730JZ   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","538         ","5th Ave             ","                    ","05580","06530","06630"
"7805266293","41740JA   ","NY","COM","20100306","48-Bike Lane                                                                     ","48","115","NY   ","F","410         ","E 89th St           ","                    ","18770","10010","45590"
"7554979814","53332JV   ","NY","COM","20100302","48-Bike Lane                                                           Y015001003","48","115","K    ","F","542         ","5th Ave             ","                    ","05580","06530","06630"
"7186159709","53341JR   ","NY","COM","20100302","48-Bike Lane                                                                     ","48","115","BX   ","F","1325        ","Grand Concourse     ","                    ","36420","19920","49220"
"7105474117","41825JX   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","Q    ","O","133-38      ","Sanford Ave         ","                    ","61390","45790","54580"
"7823840017","33089JB   ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","NY   ","F","535         ","8th Ave             ","                    ","10810","34490","34510"
"7192211102","41415JM   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","413         ","Grand St            ","                    ","21690","15510","11910"
"7541407720","41730JZ   ","NY","COM","20100319","48-Bike Lane                                                           Y015001003","48","115","K    ","F","550         ","5th Ave             ","                    ","05580","06530","06630"
"7738987480","41730JZ   ","NY","COM","20100322","48-Bike Lane                                                           Y015001003","48","115","K    ","F","550         ","5th Ave             ","                    ","05580","06530","06630"
"7742172847","41946JZ   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","211         ","Madison St          ","                    ","25490","29990","23990"
"7415031064","35571TR   ","NY","TRC","20100316","48-Bike Lane                                                                     ","48","115","BX   ","F","2366        ","Grand Concourse     ","                    ","36420","32520","27180"
"7908535392","35592TR   ","NY","TRC","20100326","48-Bike Lane                                                                     ","48","115","NY   ","F","131         ","Avenue A            ","                    ","12110","31090","17170"
"7267800531","41961JM   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","65          ","Bleecker St         ","                    ","13310","16150","13610"
"1277162700","48768JZ   ","NY","COM","20100325","                                                                                 ","48","115","NY   ","F","1668        ","3RD AVE             ","                    ","10210","18830","18850"
"7730086165","41996JZ   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","519         ","5th Ave             ","                    ","05580","06430","06530"
"7810939737","41741JX   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","1715        ","1st Ave             ","                    ","10010","18750","18770"
"7935042652","52980JT   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","185         ","Clinton St          ","                    ","15510","21690","19690"
"7937354203","52980JT   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","530         ","Grand St            ","                    ","21690","15610","22690"
"7714930226","33790TR   ","NY","TRC","20100329","48-Bike Lane                                                                     ","48","115","NY   ","O","1005        ","St Nicholas Ave     ","                    ","31190","32195","36990"
"7998950020","33790TR   ","NY","TRC","20100329","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","St Nicholas Ave     ","0ft N/of W 161st St ","00000","00000","00000"
"7716179767","427XKV    ","CT","PAS","20100327","48-Bike Lane                                                                     ","48","115","NY   ","F","423         ","E 90th St           ","                    ","18790","10010","45590"
"7020809870","42385JM   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","421         ","5th Ave             ","                    ","05580","05830","05930"
"7559742592","42385JM   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","440         ","5th Ave             ","                    ","05580","05930","06030"
"7526476015","42385JM   ","NY","PAS","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","384         ","5th Ave             ","                    ","05580","05630","05730"
"7448621890","42418JM   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","Q    ","F","78-40       ","164th St            ","                    ","24240","16240","65590"
"7389498444","35435JJ   ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","BX   ","O","2777        ","University Ave      ","                    ","70620","74840","67220"
"7774192074","42565JZ   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","BX   ","O","2700        ","Grand Concourse     ","                    ","36420","29020","27540"
"7844178619","35775JU   ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","NY   ","F","775         ","Washington St       ","                    ","33390","34010","23790"
"7526208483","36277TR   ","NY","TRC","20100329","48-Bike Lane                                                                     ","48","115","K    ","O","131         ","Greenpoint Ave      ","                    ","46030","42030","58330"
"7526476052","42877JW   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","K    ","F","287         ","5th Ave             ","                    ","05580","05080","05230"
"7513044910","42977JM   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","333         ","5th Ave             ","                    ","05580","05380","05530"
"7411037667","36857JU   ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","BX   ","F","2438        ","Grand Concourse     ","                    ","36420","27270","27300"
"7271856511","43933JX   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","666668      ","Greenwich St        ","                    ","21790","40404","40404"
"7523450829","44680JW   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","O","171         ","5th Ave             ","                    ","05580","32130","19330"
"7730086116","44680JW   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","K    ","F","171         ","5th Ave             ","                    ","05580","32130","19330"
"7406216099","37328M0   ","MD","PAS","20100329","48-Bike Lane                                                                     ","48","115","BX   ","F","1166        ","Gerard Ave          ","                    ","35020","50120","26670"
"7190152805","47336PA   ","NY","IRP","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","29          ","E Broadway          ","                    ","19690","14310","25890"
"7716475137","48770JZ   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","300         ","Ft Washington Ave   ","                    ","21190","37210","37230"
"7943343128","48934KA   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","57          ","E Broadway          ","                    ","19690","14310","25890"
"7926965273","38370JU   ","NY","COM","20100329","48-Bike Lane                                                                     ","48","115","BX   ","F","1185        ","Grand Concourse     ","                    ","36420","69920","26670"
"7716475125","49285KA   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","F","700         ","Ft Washington Ave   ","                    ","21190","37550","20840"
"7293719772","49332KA   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","NY   ","O","370         ","Ft Washington Ave   ","                    ","21190","37270","37290"
"7944940102","49721JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","280         ","Madison St          ","                    ","25490","15510","26440"
"7720889289","49724JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","565         ","Grand St            ","                    ","21690","24870","25490"
"7949806266","49731JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","247         ","Grand St            ","                    ","21690","13460","15310"
"7720889370","49789JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","187         ","E Broadway          ","                    ","19690","14010","23990"
"7892528404","49789JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","159         ","E Broadway          ","                    ","19690","28790","29990"
"7937350921","49789JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","371-379     ","Madison St          ","                    ","25490","21390","23532"
"7945357210","49794JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","I","N           ","Bleecker St         ","100ft W/of Mercer St","13310","00000","00000"
"7856609898","49973JG   ","NY","COM","20100305","48-Bike Lane                                                           Y015001003","48","115","NY   ","F","177         ","Christopher St      ","                    ","15210","33390","33790"
"7547812685","51173JM   ","NY","COM","20100305","48-Bike Lane                                                                     ","48","115","K    ","O","245         ","Schermerhorn St     ","                    ","75530","51030","20530"
"7032424557","35075JV   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","BX   ","I","E           ","Grand Concourse     ","90ft N/of E 162nd St","00000","00000","00000"
"7012012110","51323AT   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","321         ","W 78th St           ","                    ","35330","44990","29690"
"7948567320","51797JV   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","289         ","Hudson St           ","                    ","23190","16510","97440"
"7707386097","51872AU   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","259         ","W 90th St           ","                    ","35570","13610","44990"
"7873662720","51876JC   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Washington St       ","20ft S/of Leroy St  ","33390","00000","00000"
"7581404365","51974JS   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","BX   ","F","1880        ","Lafayette Ave       ","                    ","45120","70320","13410"
"7989311331","52056JS   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","273         ","Columbus Ave        ","                    ","15710","35210","35230"
"7981726153","52514JM   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","NY   ","F","341         ","St Nicholas Ave     ","                    ","31190","36310","36330"
"7023214835","52944JV   ","NY","COM","20100319","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","2888        ","Grand Concourse     ","                    ","36420","51120","27630"
"7822879169","53206JR   ","NY","COM","20100322","48-Bike Lane                                                                     ","48","115","NY   ","F","936         ","Broadway            ","                    ","13610","17410","17430"
"7714928153","53348JV   ","NY","COM","20100322","48-Bike Lane                                                           Y015001003","48","115","NY   ","O","755         ","St Nicholas Ave     ","                    ","31190","36710","36730"
"7507829005","54100JA   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","K    ","F","320         ","Jay St              ","                    ","52930","53630","63030"
"7900982826","54127JT   ","NY","COM","20100319","48-Bike Lane                                                                     ","48","115","NY   ","F","173         ","Avenue C            ","                    ","12310","17190","17210"
"7292237204","54610KA   ","NY","COM","20100323","48-Bike Lane                                                                     ","48","115","NY   ","F","1715        ","1st Ave             ","                    ","10010","18750","18770"
"7595629093","4DYA635   ","CA","PAS","20100325","48-Bike Lane                                                                     ","48","115","NY   ","I","E           ","Greenwich St        ","30ft S/of Christophe","21790","00000","00000"
"7942971120","54909JC   ","NY","COM","20100320","48-Bike Lane                                                                     ","48","115","NY   ","I","S           ","E 9th St            ","15ft W/of Avenue A  ","17170","00000","00000"
"7891777536","33023JB   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","1270        ","Broadway            ","                    ","13610","34410","34430"
"7194190588","33063JB   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","2720        ","Grand Concourse     ","                    ","36420","29020","27540"
"7417004726","33063JB   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","1228        ","Grand Concourse     ","                    ","36420","26670","26700"
"7865760322","33144JT   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","514         ","E 20th St           ","                    ","17390","31710","31710"
"7336099040","33191JB   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","20          ","Seaman Ave          ","                    ","30190","16910","16210"
"7937353326","33297JB   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","NY   ","F","217         ","E Broadway          ","                    ","19690","23990","15510"
"7340606725","33357JB   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","44          ","W 77th St           ","                    ","35310","14510","15710"
"7974588380","33357JB   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","40          ","W 77th St           ","                    ","35310","14510","15710"
"7963309369","33386JB   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","1354        ","1st Ave             ","                    ","10010","18430","18450"
"7714927409","33790TR   ","NY","TRC","20100315","48-Bike Lane                                                                     ","48","115","NY   ","O","1005        ","St Nicholas Ave     ","                    ","31190","32195","36990"
"7406943374","33820TR   ","NY","TRC","20100315","48-Bike Lane                                                                     ","48","115","BX   ","F","164         ","E 188th St          ","                    ","27300","21820","36420"
"7025212842","34983JZ   ","NY","COM","20100315","48-Bike Lane                                                           Y015001003","48","115","BX   ","F","2532        ","Grand Concourse     ","                    ","36420","29220","27420"
"7946280981","35581TR   ","NY","TRC","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","165         ","Chrystie St         ","                    ","15310","16310","29890"
"7871776964","35744JV   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","175         ","5th Ave             ","                    ","10410","17430","17450"
"7002421001","35875JN   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","Q    ","F","47-05       ","Center Blvd         ","                    ","38643","10440","10490"
"7944552394","35893JU   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","O","47          ","E Broadway          ","                    ","19690","14310","25890"
"7729892637","36250TR   ","NY","TRC","20100324","48-Bike Lane                                                                     ","48","115","K    ","F","992         ","Manhattan Ave       ","                    ","58330","51930","51730"
"7928174728","36269TR   ","NY","TRC","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","525         ","Hudson St           ","                    ","23190","33970","14810"
"7941361887","36269TR   ","NY","TRC","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","517         ","6th Ave             ","                    ","10510","34030","34050"
"7274719233","36285TR   ","NY","TRC","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","735         ","Washington St       ","                    ","33390","12510","13210"
"7890566074","36389JV   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","O","520         ","E 20th St           ","                    ","17390","31710","31710"
"7302950301","36820JX   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","O","100         ","Haven Ave           ","                    ","22590","37170","37190"
"7337057180","36820JX   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","151         ","E 90th St           ","                    ","18790","24890","10210"
"7015223417","36832JX   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","961         ","St Nicholas Ave     ","                    ","31190","36930","36950"
"7520596382","36856JU   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","K    ","F","117         ","Greenpoint Ave      ","                    ","46030","42030","58330"
"7725012254","37474JU   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","K    ","F","675         ","Vanderbilt Ave      ","                    ","87330","69330","81430"
"7022428712","37699JP   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","BX   ","F","3154        ","Grand Concourse     ","                    ","36420","27780","27810"
"7032028445","37707JP   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","1780        ","Grand Concourse     ","                    ","36420","26910","26910"
"7188516261","37707JP   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","1700        ","Grand Concourse     ","                    ","36420","26850","26880"
"7926962880","37707JP   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","1700        ","Grand Concourse     ","                    ","36420","26850","26880"
"7939464905","37718JE   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","30          ","E Broadway          ","                    ","19690","14310","25890"
"7033221320","38696JF   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","2685        ","Grand Concourse     ","                    ","36420","29020","27540"
"7388688961","38696JF   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","BX   ","F","2916        ","Grand Concourse     ","                    ","36420","51120","27630"
"7423869880","38696JF   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","BX   ","F","2585        ","Grand Concourse     ","                    ","36420","27420","27450"
"7729319032","39663TR   ","NY","TRC","20100318","48-Bike Lane                                                           Y015001003","48","115","K    ","F","942         ","Grand St            ","                    ","45130","25030","62630"
"7740936728","40204JH   ","NY","COM","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","55          ","5th Ave             ","                    ","10410","17230","17250"
"7844173051","40204JH   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","47          ","5th Ave             ","                    ","10410","17210","17230"
"7928611685","40204JH   ","NY","COM","20100315","48-Bike Lane                                                                     ","48","115","NY   ","F","43          ","5th Ave             ","                    ","10410","17210","17230"
"7955796822","40223JH   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","O","860         ","6th Ave             ","                    ","10510","34370","34390"
"7261083756","40399PA   ","NY","IRP","20100324","48-Bike Lane                                                                     ","48","115","NY   ","F","187         ","E Broadway          ","                    ","19690","14010","23990"
"7399486529","40776JF   ","NY","COM","20100317","48-Bike Lane                                                                     ","48","115","BX   ","F","2484        ","Grand Concourse     ","                    ","36420","27300","29220"
"7936174424","41415JM   ","NY","COM","20100318","48-Bike Lane                                                                     ","48","115","NY   ","F","51          ","Canal St            ","                    ","14010","25090","27590"
"7940153390","41415JM   ","NY","COM","20100316","48-Bike Lane                                                                     ","48","115","NY   ","F","197         ","E Broadway          ","                    ","19690","23990","15510"
